area,ID,Longitude,Latitude,Slope_mean,Elevation_,ECO_NAME,G200_REGIO,_antropiza
99926101.3,7471,-45.880725,-21.122527,11.6129331,828.6243164,Alto Parana Atlantic forests,Atlantic Forests,0.742896673
99926101.3,7482,-45.996359,-22.658586,31.66597391,1253.66292,Alto Parana Atlantic forests,Atlantic Forests,0.782997857
99926101.3,7490,-46.117331,-21.557765,14.47928572,869.648824,Alto Parana Atlantic forests,Atlantic Forests,0.910558818
99926101.3,7548,-46.445124,-22.04552,25.39577698,1123.624578,Alto Parana Atlantic forests,Atlantic Forests,0.800330701
99926101.3,7557,-46.057107,-22.108327,23.07413192,1147.040371,Alto Parana Atlantic forests,Atlantic Forests,0.775214072
99926101.3,7574,-45.768417,-22.131952,12.48651168,851.7355157,Alto Parana Atlantic forests,Atlantic Forests,0.871592836
99926101.3,7580,-46.18694,-20.914998,18.30246907,876.7735306,Alto Parana Atlantic forests,Atlantic Forests,0.809097581
99926101.3,7593,-46.087284,-21.833087,20.61636446,1207.906449,Alto Parana Atlantic forests,Atlantic Forests,0.81770249
99926101.3,7598,-46.605114,-22.33496,22.34315468,895.8037301,Alto Parana Atlantic forests,Atlantic Forests,0.812370821
99926101.3,7607,-45.087951,-21.428502,15.34641414,933.029652,Alto Parana Atlantic forests,Atlantic Forests,0.80859141
99926101.3,7621,-46.376203,-22.687648,24.59794025,1248.312909,Alto Parana Atlantic forests,Atlantic Forests,0.859788248
99926101.3,7624,-45.959415,-21.267665,10.03191414,784.3141299,Alto Parana Atlantic forests,Atlantic Forests,0.539177971
99926101.3,7632,-45.521504,-21.788258,18.673514,933.0738056,Alto Parana Atlantic forests,Atlantic Forests,0.820621409
99926101.3,7671,-45.109364,-21.244998,14.41769692,888.6917748,Alto Parana Atlantic forests,Atlantic Forests,0.876340321
99926101.3,7677,-46.592933,-21.547786,16.99361213,854.3281223,Alto Parana Atlantic forests,Atlantic Forests,0.780526076
99926101.3,7683,-46.643814,-21.967914,19.98267464,1250.561048,Alto Parana Atlantic forests,Atlantic Forests,0.707630658
99926101.3,7691,-45.979556,-21.084026,10.54421452,787.884695,Alto Parana Atlantic forests,Atlantic Forests,0.473902663
99926101.3,7702,-45.737477,-22.407062,19.50568294,902.9464603,Alto Parana Atlantic forests,Atlantic Forests,0.823922652
99926101.3,7739,-45.01015,-21.28301,13.71608976,945.325937,Alto Parana Atlantic forests,Atlantic Forests,0.906248682
99926101.3,7749,-46.889582,-21.430989,16.96227738,775.0700424,Alto Parana Atlantic forests,Atlantic Forests,0.774399555
99926101.3,7761,-45.837351,-22.36869,20.21703487,917.1587615,Alto Parana Atlantic forests,Atlantic Forests,0.85678186
99926101.3,7770,-46.64102,-21.088584,16.26449205,1017.158031,Alto Parana Atlantic forests,Atlantic Forests,0.85934231
99926101.3,7779,-45.886054,-22.788712,30.09892903,1547.796686,Alto Parana Atlantic forests,Atlantic Forests,0.269949467
99926101.3,7786,-45.318151,-21.077017,17.11888197,826.7561663,Alto Parana Atlantic forests,Atlantic Forests,0.749373603
99926101.3,7815,-46.714288,-22.204349,20.7062615,985.2365983,Alto Parana Atlantic forests,Atlantic Forests,0.76660452
99926101.3,7827,-46.058334,-21.229127,12.8604513,824.5687486,Alto Parana Atlantic forests,Atlantic Forests,0.842596342
